year,district,county,locale_group,highest_grade,enrollment,pupil_teacher,revenue,revenue_local,revenue_state,revenue_federal,revenue_pupil,revenue_local_pupil,revenue_state_pupil,revenue_federal_pupil,expenditure,expenditure_pupil,expenditure_instruction_pupil,expenditure_support_pupil,nces_id,SED_CODE_1,grad_rate,ard_rate
2020-21,SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,Bronx County,City,12th Grade,314.99432814272456,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6109000.0,19394.0,11463.0,7702.0,3601147,320900861100.0,,
2020-21,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,Bronx County,City,8th Grade,308.0001539231154,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8004000.0,25987.0,12844.0,12545.0,3601131,320800861068.0,,
2020-21,SOUTH BUFFALO CHARTER SCHOOL,Erie County,City,8th Grade,890.0060477774418,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11773000.0,13228.0,6698.0,5030.0,3600036,140600860817.0,,
2020-21,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,Albany County,Suburb,12th Grade,4772.957053057277,13.21,107666000.0,71295000.0,31314000.0,5057000.0,22557.504457542826,14937.280852827407,6560.7127095229325,1059.510895192485,108580000.0,22749.0,14681.0,5451.0,3627210,10601060000.0,0.94,0.55
2020-21,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,4173.001522957778,11.83,136686000.0,68920000.0,61225000.0,6541000.0,32754.840669964204,16515.69011437845,14671.693662983469,1567.4568926022844,128783000.0,30861.0,18990.0,9850.0,3600008,580235060000.0,0.88,0.33
2020-21,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,Saratoga County,Suburb,12th Grade,2892.969664236205,12.21,63138000.0,31133000.0,29880000.0,2125000.0,21824.63258447943,10761.60610492252,10328.487149169207,734.539330387703,64276000.0,22218.0,12483.0,6177.0,3627240,521401040000.0,0.89,0.42
2020-21,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,5799.019928128063,11.77,173647000.0,121002000.0,46634000.0,6011000.0,29944.19783897064,20865.939675958267,8041.703697861504,1036.5544651508665,177508000.0,30610.0,19765.0,9309.0,3627300,580413030000.0,0.94,0.48
2020-21,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,Jefferson County,Rural,12th Grade,1780.0254129606099,14.41,37572000.0,7847000.0,27681000.0,2044000.0,21107.563817029295,4408.364028325053,15550.901576152133,1148.29821255211,35022000.0,19675.0,11187.0,5447.0,3602340,220101040000.0,0.87,0.44
2020-21,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,Delaware County,Rural,12th Grade,324.0039303939903,9.89,11403000.0,4925000.0,5809000.0,669000.0,35194.01751125025,15200.432889845431,17928.794854235963,2064.7897671688515,10222000.0,31549.0,15818.0,9957.0,3627330,121702040000.0,0.97,0.28
2020-21,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,Lewis County,Rural,12th Grade,922.9954147882711,9.92,28050000.0,8838000.0,17351000.0,1861000.0,30390.183472833916,9575.345509194514,18798.576593124464,2016.2613705149347,47909000.0,51906.0,14683.0,9528.0,3627360,231101040000.0,0.82,0.36
2020-21,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,Rockland County,Suburb,12th Grade,2877.004102773009,10.83,101743000.0,81647000.0,18292000.0,1804000.0,35364.21790359447,28379.173989117462,6358.002750975989,627.0411635010215,98874000.0,34367.0,20021.0,10795.0,3627450,500301060000.0,0.96,0.55
2020-21,SOUTH SENECA CENTRAL SCHOOL DISTRICT,Seneca County,Rural,12th Grade,682.0046472933819,8.74,26056000.0,9396000.0,15096000.0,1564000.0,38205.01825523681,13777.032220072348,22134.746529822496,2293.23950534197,23774000.0,34859.0,18966.0,12087.0,3622140,560501040000.0,0.82,0.18
2020-21,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,1430.003630935571,8.2,75758000.0,65695000.0,8383000.0,1680000.0,52977.487861646754,45940.44279245603,5862.222877375126,1174.8221918156044,70891000.0,49574.0,27624.0,17873.0,3627540,580906030000.0,0.88,0.42
2020-21,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,Cayuga County,Rural,12th Grade,704.9984931329918,11.82,18465000.0,8046000.0,9645000.0,774000.0,26191.545343511447,11412.790351145037,13680.880305343511,1097.8746870229006,16375000.0,23227.0,12993.0,7243.0,3627570,50701040000.0,0.83,0.43
2020-21,SOUTHOLD UNION FREE SCHOOL DISTRICT,Suffolk County,Town,12th Grade,759.0039678502391,9.37,31601000.0,27865000.0,2809000.0,927000.0,41634.82845749137,36712.588049998325,3700.9029188029895,1221.3374886900574,29841000.0,39316.0,24909.0,12123.0,3627620,581005020000.0,0.87,0.37
2020-21,SOUTHSIDE ACADEMY CHARTER SCHOOL,Onondaga County,City,8th Grade,683.0201342281879,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10177000.0,14900.0,6379.0,8307.0,3600070,421800860845.0,,
2020-21,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,Chautauqua County,Town,12th Grade,1337.0137433030516,12.42,30244000.0,12069000.0,16601000.0,1574000.0,22620.560298268232,9026.833164918638,12416.476706505453,1177.2504268441407,28699000.0,21465.0,11119.0,6584.0,3627660,60201060000.0,0.95,0.46
2020-21,SPACKENKILL UNION FREE SCHOOL DISTRICT,Dutchess County,Suburb,12th Grade,1501.0131401203487,10.17,49000000.0,35741000.0,12267000.0,992000.0,32644.617618784647,23811.250577815958,8172.480088359821,660.8869526088647,48891000.0,32572.0,18945.0,10276.0,3606500,131602020000.0,0.96,0.49
2020-21,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,Tioga County,Rural,12th Grade,812.9892608473309,9.68,23882000.0,7076000.0,15829000.0,977000.0,29375.54178158417,8703.68200512895,19470.121885130884,1201.7378913243335,20667000.0,25421.0,14638.0,9123.0,3627750,600801040000.0,0.83,0.3
2020-21,SPENCERPORT CENTRAL SCHOOL DISTRICT,Monroe County,Suburb,12th Grade,3608.9746350286377,10.34,87478000.0,41760000.0,42194000.0,3524000.0,24239.017684120092,11571.15364421746,11691.409407665506,976.4546322371248,83804000.0,23221.0,13527.0,7021.0,3627780,261001060000.0,0.94,0.59
2020-21,SPRINGS UNION FREE SCHOOL DISTRICT,Suffolk County,Town,8th Grade,638.9982572774802,8.63,31696000.0,27850000.0,3158000.0,688000.0,49602.63919191919,43583.84343434343,4942.110505050505,1076.6852525252525,39600000.0,61972.0,21372.0,9786.0,3627900,580304020000.0,,
2020-21,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,Erie County,Rural,12th Grade,1595.0179567509742,12.08,43806000.0,18864000.0,23156000.0,1786000.0,27464.267605633802,11826.826099453867,14517.704896042924,1119.7366101370126,41748000.0,26174.0,14326.0,7308.0,3612990,141101060000.0,0.92,0.49
2020-21,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,New York County,City,8th Grade,307.99671086442595,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5993000.0,19458.0,11549.0,7623.0,3600958,310500860928.0,,
2020-21,STAMFORD CENTRAL SCHOOL DISTRICT,Delaware County,Rural,12th Grade,270.9972779015095,9.85,10875000.0,4148000.0,6194000.0,533000.0,40129.55437859557,15306.426810336956,22856.318144461693,1966.8094237969137,10951000.0,40410.0,17052.0,12092.0,3628020,121701040000.0,0.95,0.4
2020-21,STARPOINT CENTRAL SCHOOL DISTRICT,Niagara County,Rural,12th Grade,2992.9298642533936,13.34,53848000.0,28965000.0,23320000.0,1563000.0,17991.734668808465,9677.807804970236,7791.696116413115,522.2307474251157,52915000.0,17680.0,10359.0,5914.0,3628050,401001060000.0,0.92,0.58
2020-21,STATEN ISLAND COMMUNITY CHARTER SCHOOL,Richmond County,,,,,,,,,,,,,,,,,3601037,,,
2020-21,STILLWATER CENTRAL SCHOOL DISTRICT,Saratoga County,Suburb,12th Grade,1066.996916894724,10.29,25829000.0,12937000.0,12335000.0,557000.0,24207.19272101555,12124.683581701893,11560.483263530405,522.0258757832538,30801000.0,28867.0,12023.0,7291.0,3628110,522001040000.0,0.89,0.45
2020-21,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,Madison County,Rural,12th Grade,395.99860821155187,8.25,11702000.0,2328000.0,8890000.0,484000.0,29550.60890958615,5878.808540550039,22449.573851155434,1222.2265178806783,11381000.0,28740.0,16538.0,8982.0,3628140,251501040000.0,0.91,0.28
2020-21,STOREFRONT ACADEMY CHARTER SCHOOL,Bronx County,City,5th Grade,332.00602146360416,13.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6837000.0,20593.0,9699.0,10455.0,3601137,320700861080.0,,
2020-21,STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,New York County,City,2nd Grade,66.00093618349196,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115000.0,32045.0,9955.0,21424.0,3601192,310400861171.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,Kings County,City,8th Grade,751.9935282560962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13014000.0,17306.0,7798.0,8290.0,3601054,331400861007.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,Kings County,City,4th Grade,641.9900023803856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8091000.0,12603.0,5417.0,6623.0,3601122,332100861075.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH,Kings County,City,7th Grade,949.0153022713237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13830000.0,14573.0,6341.0,7278.0,3601123,332200861076.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,Bronx County,City,4th Grade,608.0184812579179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8159000.0,13419.0,5727.0,6905.0,3601120,320800861074.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,Queens County,City,5th Grade,762.9975917268735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10772000.0,14118.0,6274.0,7476.0,3601116,342900861077.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS,Queens County,City,7th Grade,929.9795096445984,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13162000.0,14153.0,6402.0,7168.0,3601118,342900861078.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,New York County,City,4th Grade,634.0006207324643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8171000.0,12888.0,5456.0,6915.0,3601110,310600861073.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,Kings County,City,4th Grade,287.99441100601894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5359000.0,18608.0,8510.0,8719.0,3601063,331400861022.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 3,Kings County,City,7th Grade,157.99803729146223,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864000.0,24456.0,12557.0,11158.0,3601140,331600861095.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,Bronx County,City,4th Grade,641.0020684900023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8367000.0,13053.0,5262.0,6872.0,3601011,320700860981.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,Bronx County,City,8th Grade,1034.9887133182845,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13755000.0,13290.0,6034.0,6889.0,3601012,320900860980.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,Bronx County,City,8th Grade,1207.0343154740672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16919000.0,14017.0,5912.0,7187.0,3601096,320800861044.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-BUSHWICK,Kings County,City,4th Grade,521.9982342554443,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095000.0,13592.0,5703.0,7034.0,3601146,333200861096.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,Kings County,City,4th Grade,442.00745844131217,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6993000.0,15821.0,7457.0,7785.0,3601060,331500861023.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,Kings County,City,8th Grade,850.0063315182981,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13425000.0,15794.0,6928.0,7533.0,3601095,331700861041.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-FAR ROCKAWAY,Queens County,City,5th Grade,603.0055537406076,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229000.0,15305.0,6667.0,7434.0,3601151,342700861090.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,Kings County,City,4th Grade,586.9851007887818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8037000.0,13692.0,5799.0,6855.0,3601148,331700861094.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,Kings County,City,4th Grade,226.9950936217082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4534000.0,19974.0,9009.0,9449.0,3601086,331300861039.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,New York County,City,12th Grade,1404.0326304448206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27366000.0,19491.0,8859.0,9318.0,3600169,310300860897.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,New York County,City,8th Grade,691.9859769973554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11251000.0,16259.0,7374.0,7814.0,3600954,310500860921.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,New York County,City,12th Grade,1259.952606635071,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15951000.0,12660.0,4937.0,6395.0,3600962,310400860922.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,New York County,City,4th Grade,416.998143728454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290000.0,15084.0,7115.0,7552.0,3600953,310300860923.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,New York County,City,8th Grade,851.9894918946627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13297000.0,15607.0,6850.0,7548.0,3601009,310500860979.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 6,New York County,City,4th Grade,378.9904830743284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6292000.0,16602.0,6923.0,8449.0,3601159,310500861088.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,New York County,City,4th Grade,436.99159887985064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6554000.0,14998.0,6691.0,7723.0,3601099,310200861043.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-HUDSON YARDS,New York County,City,4th Grade,412.00179131213616,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8280000.0,20097.0,6985.0,12891.0,3601167,310200861087.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,Kings County,City,8th Grade,628.016313583324,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11087000.0,17654.0,8256.0,8349.0,3601089,331700861040.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA,Queens County,City,4th Grade,445.00917690244245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6304000.0,14166.0,6090.0,6910.0,3601141,342700861099.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,New York County,City,8th Grade,974.0251765428309,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15862000.0,16285.0,6576.0,9379.0,3601083,310200861042.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,New York County,City,8th Grade,907.0094888276707,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14816000.0,16335.0,7633.0,7870.0,3601039,310300861008.0,,
2020-21,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,Kings County,City,4th Grade,412.987012987013,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6519000.0,15785.0,7305.0,7712.0,3601062,331400861024.0,,
2020-21,SUFFERN CENTRAL SCHOOL DISTRICT,Rockland County,Suburb,12th Grade,4089.0427309620436,11.33,142587000.0,109214000.0,29264000.0,4109000.0,34870.50866950785,26708.94074376788,7156.687255531554,1004.8806702084185,137032000.0,33512.0,22312.0,8958.0,3628320,500401060000.0,0.95,0.56
2020-21,SUFFOLK_NASSAU MEOP,,,,,,,,,,,,,,,,,,3600983,,,
2020-21,SULLIVAN BOCES,Sullivan County,Town,12th Grade,,0.0,,,,,,,,,,,,,3680880,599000000000.0,,
2020-21,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,Sullivan County,Rural,12th Grade,1053.9900249376558,11.82,38235000.0,19030000.0,17868000.0,1337000.0,36276.43440198746,18055.19933751331,16952.722110493316,1268.5129539808354,33812000.0,32080.0,18324.0,10352.0,3600023,591502040000.0,0.87,0.32
2020-21,SUMMIT ACADEMY CHARTER SCHOOL,Kings County,City,12th Grade,273.9940881944863,11.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542000.0,16577.0,8978.0,7383.0,3600998,331500860953.0,,
2020-21,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,Broome County,Rural,12th Grade,1407.0002892681516,11.38,40835000.0,15436000.0,23549000.0,1850000.0,29022.737458881576,10970.857730263158,16737.025699013157,1314.8540296052631,38912000.0,27656.0,15431.0,8424.0,3628380,30601060000.0,0.87,0.39
2020-21,SWEET HOME CENTRAL SCHOOL DISTRICT,Erie County,Suburb,12th Grade,3306.9966682532126,11.04,85053000.0,53712000.0,26450000.0,4891000.0,25719.10664939551,16241.927461139898,7998.193724812896,1478.9854634427174,83376000.0,25212.0,15054.0,6601.0,3628500,140207060000.0,0.95,0.52
2020-21,SYOSSET CENTRAL SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,6578.047263681592,9.73,238997000.0,209268000.0,26110000.0,3619000.0,36332.51486646183,31813.088536988893,3969.263058378634,550.1632710943039,253860000.0,38592.0,22413.0,11295.0,3628560,280502060000.0,0.97,0.83
2020-21,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,Onondaga County,City,12th Grade,993.0364511691885,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11551000.0,11632.0,5845.0,5119.0,3600104,421800860854.0,,
2020-21,SYRACUSE CITY SCHOOL DISTRICT,Onondaga County,City,12th Grade,19147.932748228824,12.04,526201000.0,76705000.0,390529000.0,58967000.0,27480.82557625827,4005.9154692349325,20395.36095801902,3079.5491490043187,543246000.0,28371.0,13181.0,7430.0,3628590,421800010000.0,0.0,0.0
2020-21,SYRACUSE CITY SCHOOL DISTRICT,Onondaga County,City,12th Grade,19147.932748228824,12.04,526201000.0,76705000.0,390529000.0,58967000.0,27480.82557625827,4005.9154692349325,20395.36095801902,3079.5491490043187,543246000.0,28371.0,13181.0,7430.0,3628590,421800010000.0,0.73,0.1
2020-21,TACONIC HILLS CENTRAL SCHOOL DISTRICT,Columbia County,Rural,12th Grade,1221.0007224298772,10.23,40711000.0,25213000.0,13040000.0,2458000.0,33342.32261466828,20649.455431790702,10679.76436086744,2013.1028220101355,38873000.0,31837.0,16585.0,9954.0,3628620,100501040000.0,0.86,0.25
2020-21,TAPESTRY CHARTER SCHOOL,Erie County,City,12th Grade,1079.966738271776,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15585000.0,14431.0,7565.0,5381.0,3600038,140600860838.0,,
2020-21,TECH INTERNATIONAL CHARTER SCHOOL,Bronx County,,,,,,,,,,,,,,,,,3601068,,,
2020-21,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,Jefferson County,Rural,12th Grade,793.9984411535464,10.05,22973000.0,11393000.0,10305000.0,1275000.0,28933.30617453617,14348.894669677038,12978.61490134485,1605.7966035142829,20374000.0,25660.0,13622.0,9836.0,3607650,220701040000.0,0.93,0.29
2020-21,THREE VILLAGE CENTRAL SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,5636.98350273252,10.43,219222000.0,159270000.0,56577000.0,3375000.0,38889.9488341118,28254.473322973907,10036.751034054718,598.7244770831728,220733000.0,39158.0,23854.0,11557.0,3628200,580201060000.0,0.97,0.67
2020-21,TICONDEROGA CENTRAL SCHOOL DISTRICT,Essex County,Town,12th Grade,732.0087230433729,12.52,24307000.0,13069000.0,8450000.0,2788000.0,33205.88844753393,17853.61238000662,11543.578285335981,3808.6977821913274,21147000.0,28889.0,18855.0,8020.0,3628680,151501060000.0,0.92,0.38
2020-21,TIOGA CENTRAL SCHOOL DISTRICT,Tioga County,Rural,12th Grade,923.9809373987878,12.24,20464000.0,4083000.0,14765000.0,1616000.0,22147.643064596894,4418.922333500251,15979.766900350525,1748.9538307461191,19970000.0,21613.0,11486.0,5877.0,3628710,600903040000.0,0.91,0.35
2020-21,TOMPKINS-SENECA-TIOGA BOCES,Tompkins County,Suburb,12th Grade,,0.0,,,,,,,,,,,,,3680900,619000000000.0,,
2020-21,TONAWANDA CITY SCHOOL DISTRICT,Erie County,Suburb,12th Grade,1743.9992257065428,11.55,37399000.0,12578000.0,23193000.0,1628000.0,21444.390254731115,7212.15916532549,13298.744436428215,933.4866529774127,36038000.0,20664.0,11393.0,5663.0,3628740,142500010000.0,0.92,0.47
2020-21,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,Herkimer County,Rural,12th Grade,260.0017873633412,9.67,8996000.0,7600000.0,1132000.0,264000.0,34599.76214482127,29230.56828597617,4353.816223648029,1015.3776351970669,8728000.0,33569.0,16685.0,14335.0,3628800,211901020000.0,1.0,0.28
2020-21,TRI-VALLEY CENTRAL SCHOOL DISTRICT,Sullivan County,Rural,12th Grade,940.0119083060434,9.4,34404000.0,21268000.0,11864000.0,1272000.0,36599.53634204275,22625.245288994458,12621.116706254948,1353.1743467933493,31575000.0,33590.0,19881.0,11965.0,3628890,591201040000.0,0.8,0.3
2020-21,TROY CITY SCHOOL DISTRICT,Rensselaer County,City,12th Grade,3735.9857806945583,11.38,122671000.0,39033000.0,72152000.0,11486000.0,32834.97507776761,10447.844903934127,19312.70733760293,3074.422836230558,109300000.0,29256.0,13947.0,8913.0,3628950,491700010000.0,0.89,0.28
2020-21,TRUE NORTH ROCHESTER  PREP-WEST CAMP,Monroe County,City,8th Grade,848.9730472627319,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11119000.0,13097.0,5208.0,6830.0,3601040,261600860705.0,,
2020-21,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL,Monroe County,City,12th Grade,1308.0091196587482,13.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17785000.0,13597.0,5196.0,7279.0,3600173,261600860906.0,,
2020-21,TRUMANSBURG CENTRAL SCHOOL DISTRICT,Tompkins County,Rural,12th Grade,988.0060741770262,9.32,29366000.0,12365000.0,16040000.0,961000.0,29722.489332326048,12515.1052439628,16234.718003490765,972.6660848724829,38387000.0,38853.0,14946.0,8889.0,3628980,611001040000.0,0.93,0.39
2020-21,TRUXTON ACADEMY CHARTER SCHOOL,Cortland County,Rural,3rd Grade,56.0,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931000.0,16625.0,7714.0,8250.0,3601188,110701861172.0,,
2020-21,TUCKAHOE COMMON SCHOOL DISTRICT,Suffolk County,Suburb,8th Grade,311.00010376057986,9.15,21839000.0,19001000.0,2411000.0,427000.0,70221.84152328297,61096.44263857776,7752.408989085363,1372.9898956198465,20981000.0,67463.0,29576.0,20743.0,3629070,580913080000.0,,
2020-21,TUCKAHOE UNION FREE SCHOOL DISTRICT,Westchester County,Suburb,12th Grade,1129.9879485806107,11.12,35632000.0,29960000.0,4901000.0,771000.0,31533.079662272252,26513.557102651455,4337.214397866982,682.3081617538141,33755000.0,29872.0,17932.0,9311.0,3629040,660302030000.0,0.96,0.4
2020-21,TULLY CENTRAL SCHOOL DISTRICT,Onondaga County,Rural,12th Grade,767.9899856938483,10.02,22186000.0,10108000.0,11066000.0,1012000.0,28888.39752247008,13161.62995389559,14409.042052810506,1317.7255157639827,21473000.0,27960.0,14940.0,9510.0,3629130,421902040000.0,0.93,0.61
2020-21,TUPPER LAKE CENTRAL SCHOOL DISTRICT,Franklin County,Town,12th Grade,748.0080451767618,,19962000.0,8575000.0,10308000.0,1079000.0,26686.878742437562,11463.780443663065,13780.600444697244,1442.4978540772531,19339000.0,25854.0,15451.0,7949.0,3629160,160101060000.0,0.83,0.47
2020-21,TUXEDO UNION FREE SCHOOL DISTRICT,Orange County,Rural,12th Grade,254.00064849606133,7.47,13552000.0,12147000.0,1329000.0,76000.0,53354.194488248104,47822.712547871146,5232.270105879703,299.21183449725913,13317000.0,52429.0,29236.0,22146.0,3629190,441903020000.0,0.95,0.5
2020-21,UFT CHARTER SCHOOL,Kings County,,,,,,,,,,,,,,,,,3600150,,,
2020-21,ULSTER BOCES,Ulster County,Suburb,12th Grade,,0.0,,,,,,,,,,,,,3680920,629000000000.0,,
2020-21,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,Chenango County,Rural,12th Grade,789.9971492825695,12.15,22668000.0,5093000.0,16227000.0,1348000.0,28693.774427649252,6446.858706547452,20540.580449861674,1706.3352712401268,24941000.0,31571.0,13478.0,8868.0,3600019,81003040000.0,0.87,0.35
2020-21,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,Westchester County,Suburb,12th Grade,2616.960262187628,10.97,82432000.0,62340000.0,17698000.0,2394000.0,31499.14088916719,23821.530995616784,6762.808077645585,914.8018159048216,83044000.0,31733.0,19535.0,8553.0,3628650,660401030000.0,0.94,0.4
2020-21,UNION SPRINGS CENTRAL SCHOOL DISTRICT,Cayuga County,Rural,12th Grade,805.9940127908559,11.3,19356000.0,7825000.0,10560000.0,971000.0,24015.06672856962,9708.50884227409,13101.834297049762,1204.7235892457688,23693000.0,29396.0,12703.0,7689.0,3629250,51901040000.0,0.85,0.29
2020-21,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,Broome County,Suburb,12th Grade,3623.011576580328,12.14,92504000.0,40765000.0,45798000.0,5941000.0,25532.350102870016,11251.68913715619,12640.864935691874,1639.7960300219534,87003000.0,24014.0,14492.0,7000.0,3610710,31501060000.0,0.88,0.4
2020-21,UNIONDALE UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,6890.06386454775,12.18,224226000.0,143327000.0,66920000.0,13979000.0,32543.38485216896,20801.984251187736,9712.536968536864,2028.863632444364,231954000.0,33665.0,20313.0,8176.0,3629280,280202030000.0,0.85,0.27
2020-21,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,Kings County,City,12th Grade,540.0052812252443,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12270000.0,22722.0,10239.0,12256.0,3601094,331300861056.0,,
