year,district,county,locale_group,highest_grade,enrollment,pupil_teacher,revenue,revenue_local,revenue_state,revenue_federal,revenue_pupil,revenue_local_pupil,revenue_state_pupil,revenue_federal_pupil,expenditure,expenditure_pupil,expenditure_instruction_pupil,expenditure_support_pupil,nces_id,SED_CODE_1,grad_rate,ard_rate
2021-22,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,Jefferson County,Rural,12th Grade,508.99380474257634,11.57,13144000.0,4842000.0,6004000.0,2298000.0,25823.497020062117,9512.885922941325,11795.821371610846,4514.789725509947,11913000.0,23405.0,11861.0,6813.0,3604370,220909040000.0,0.94,0.39
2021-22,BELLMORE UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,6th Grade,1040.008391273076,12.92,36902000.0,27140000.0,7846000.0,1916000.0,35482.40601677088,26095.943290205454,7544.1698988560065,1842.2928277094197,34703000.0,33368.0,20414.0,10986.0,3604410,280207020000.0,,
2021-22,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,5185.962030514578,11.26,167508000.0,119865000.0,41847000.0,5796000.0,32300.275052993202,23113.35858124406,8069.283915649441,1117.6325560997004,164172000.0,31657.0,20504.0,9584.0,3619020,280253070000.0,0.98,0.78
2021-22,BEMUS POINT CENTRAL SCHOOL DISTRICT,Chautauqua County,Rural,12th Grade,629.9919438370354,9.58,17564000.0,8654000.0,6667000.0,2243000.0,27879.721592985017,13736.683595177201,10582.675009134087,3560.3629886737303,16422000.0,26067.0,13830.0,7943.0,3604530,61001040000.0,0.98,0.72
2021-22,BERKSHIRE UNION FREE SCHOOL DISTRICT,Columbia County,Rural,,,,,,,,,,,,,,,,3604590,,,
2021-22,BERLIN CENTRAL SCHOOL DISTRICT,Rensselaer County,Rural,12th Grade,647.9923745978792,8.04,24451000.0,9833000.0,12512000.0,2106000.0,37733.46872356856,15174.56128415401,19308.869194277937,3250.038245136616,27193000.0,41965.0,20378.0,11716.0,3604620,490101040000.0,0.86,0.31
2021-22,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,Albany County,Rural,12th Grade,726.9954398574578,9.41,25283000.0,10899000.0,12808000.0,1576000.0,34777.38458023512,14991.840942134342,17617.7171104557,2167.8265276450798,24073000.0,33113.0,18717.0,11175.0,3604650,10201040000.0,0.96,0.33
2021-22,BETHLEHEM CENTRAL SCHOOL DISTRICT,Albany County,Suburb,12th Grade,4181.020488746545,12.13,110168000.0,70865000.0,32147000.0,7156000.0,26349.547986316604,16949.211368549182,7688.79274486348,1711.5438729039433,95298000.0,22793.0,12713.0,7849.0,3604710,10306060000.0,0.95,0.66
2021-22,BETHPAGE UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,2940.980591145503,11.69,97351000.0,71495000.0,20270000.0,5586000.0,33101.54453011269,24309.919016552543,6892.259017630884,1899.366495929261,92735000.0,31532.0,19553.0,10125.0,3604740,280521030000.0,0.97,0.73
2021-22,BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS,Bronx County,City,8th Grade,369.0038953811909,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6631000.0,17970.0,9331.0,8271.0,3600967,320700860915.0,,
2021-22,BINGHAMTON CITY SCHOOL DISTRICT,Broome County,City,12th Grade,4968.92082373569,10.44,184519000.0,45181000.0,87411000.0,51927000.0,37134.62269686088,9092.718842324484,17591.54615272848,10450.357701807916,144531000.0,29087.0,16664.0,8048.0,3604870,30200010000.0,0.76,0.14
2021-22,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,Westchester County,Suburb,12th Grade,1292.9951379028441,10.94,50359000.0,45068000.0,4655000.0,636000.0,38947.55558143791,34855.506164622886,3600.1682168349944,491.8811999800336,60101000.0,46482.0,22060.0,10892.0,3624630,661905020000.0,1.0,0.0
2021-22,BOLD CHARTER SCHOOL,Bronx County,City,3rd Grade,243.00121016538927,15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6024000.0,24790.0,5379.0,17115.0,3601198,320800861143.0,,
2021-22,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,Allegany County,Rural,12th Grade,727.004063538973,9.0,21069000.0,2562000.0,16414000.0,2093000.0,28980.58079268293,3524.0518292682927,22577.59044715447,2878.9385162601625,19680000.0,27070.0,15497.0,9023.0,3600012,22902040000.0,0.94,0.19
2021-22,BOLTON CENTRAL SCHOOL DISTRICT,Warren County,Rural,12th Grade,166.0001895195679,6.67,9485000.0,8174000.0,997000.0,314000.0,57138.48898276059,49240.9076378582,6006.017239410891,1891.5641054914945,8759000.0,52765.0,27717.0,20651.0,3605010,630101040000.0,0.86,0.48
2021-22,BOQUET VALLEY CSD,Essex County,Rural,12th Grade,440.00349070599526,9.17,16706000.0,7415000.0,8059000.0,1232000.0,37967.88060293534,16852.139032130108,18315.763784212617,2799.977786592622,15126000.0,34377.0,21616.0,11045.0,3601189,151801040000.0,0.92,0.42
2021-22,BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,Bronx County,City,8th Grade,789.0023682652458,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21322000.0,27024.0,10143.0,15322.0,3601115,320700860994.0,,
2021-22,BRADFORD CENTRAL SCHOOL DISTRICT,Schuyler County,Rural,12th Grade,259.9994078811025,8.51,11201000.0,2749000.0,6769000.0,1683000.0,43080.86734229105,10573.101002049647,26034.674675472557,6473.0916647688455,8782000.0,33777.0,15992.0,11727.0,3605220,570401040000.0,0.93,0.24
2021-22,BRASHER FALLS CENTRAL SCHOOL DISTRICT,St. Lawrence County,Rural,12th Grade,988.0087759116357,11.49,31778000.0,6392000.0,20719000.0,4667000.0,32163.681917378155,6469.578161491634,20970.461503120332,4723.642252766185,26119000.0,26436.0,14977.0,8329.0,3627960,510101040000.0,0.87,0.41
2021-22,BRENTWOOD UNION FREE SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,18000.778300968985,14.84,541399000.0,117214000.0,336549000.0,87636000.0,30076.42174954493,6511.607333872355,18696.358255902942,4868.456159769633,462566000.0,25697.0,16816.0,6686.0,3605280,580512030000.0,0.81,0.23
2021-22,BREWSTER CENTRAL SCHOOL DISTRICT,Putnam County,Rural,12th Grade,3001.9666549254434,11.17,113401000.0,76124000.0,28110000.0,9167000.0,37775.56949672927,25358.043159840032,9363.861505216531,3053.6648316727124,102271000.0,34068.0,20230.0,11097.0,3605310,480601060000.0,0.88,0.4
2021-22,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,Westchester County,Suburb,12th Grade,1345.9971858105607,10.93,54799000.0,48686000.0,5658000.0,455000.0,40712.566547455295,36170.95229711141,4203.574910591471,338.0393397524071,54525000.0,40509.0,20395.0,14365.0,3605340,661402020000.0,0.97,0.75
2021-22,BRIDGE PREPARATORY CHARTER SCHOOL,Richmond County,City,4th Grade,202.99956737009086,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4223000.0,20803.0,10320.0,10054.0,3601213,353100861144.0,,
2021-22,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,Suffolk County,Rural,12th Grade,201.00073224310472,4.06,19418000.0,18367000.0,767000.0,284000.0,96606.613236187,91377.77656344869,3815.9064966605947,1412.930176077717,19764000.0,98328.0,51433.0,27657.0,3605370,580909020000.0,0.86,0.71
2021-22,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR BOYS,Albany County,,,,,,,,,,,,,,,,,3601020,,,
2021-22,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR GIRLS,Albany County,,,,,,,,,,,,,,,,,3601021,,,
2021-22,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,Albany County,City,5th Grade,264.00335975641764,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5029000.0,19049.0,7871.0,8784.0,3600032,10100860829.0,,
2021-22,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,Albany County,City,5th Grade,302.99153110339364,13.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4973000.0,16413.0,6017.0,8287.0,3600033,10100860830.0,,
2021-22,BRIGHTON CENTRAL SCHOOL DISTRICT,Monroe County,Suburb,12th Grade,3415.9830061529447,12.15,94393000.0,62603000.0,27983000.0,3807000.0,27632.74870805189,18326.496322504558,8191.785483006325,1114.4669025410099,93270000.0,27304.0,15445.0,7869.0,3605460,260101060000.0,0.95,0.65
2021-22,BRILLA CARITAS CHARTER SCHOOL,Bronx County,City,4th Grade,177.99876126901108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5173000.0,29062.0,8697.0,19517.0,3601221,321000861160.0,,
2021-22,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,Bronx County,City,8th Grade,794.0014444114023,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18690000.0,23539.0,8341.0,14714.0,3601108,320700861014.0,,
2021-22,BRILLA PAX CHARTER SCHOOL,Bronx County,City,1st Grade,88.99928507268427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855000.0,54551.0,16393.0,37506.0,3601222,321000861161.0,,
2021-22,BRILLA VERITAS CHARTER SCHOOL,Bronx County,City,4th Grade,441.99812622434206,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10379000.0,23482.0,7695.0,15342.0,3601165,320700861106.0,,
2021-22,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,Fulton County,Rural,12th Grade,1740.0141894288754,11.74,42196000.0,16007000.0,21214000.0,4975000.0,24250.376954598276,9199.350268088318,12191.85460031396,2859.1720861960002,49051000.0,28190.0,11834.0,7314.0,3600005,171102040000.0,0.91,0.41
2021-22,BROCKPORT CENTRAL SCHOOL DISTRICT,Monroe County,Town,12th Grade,3143.989627708835,11.53,96665000.0,35561000.0,49911000.0,11193000.0,30745.96657319257,11310.787951267792,15875.052372985201,3560.1262489395795,84872000.0,26995.0,16138.0,8300.0,3605580,261801060000.0,0.92,0.58
2021-22,BROCKPORT MEOP,,,,,,,,,,,,,,,,,,3600973,,,
2021-22,BROCTON CENTRAL SCHOOL DISTRICT,Chautauqua County,Rural,12th Grade,556.9981000633312,9.46,19677000.0,4212000.0,13058000.0,2407000.0,35326.87094940307,7561.964752700398,23443.527003979536,4321.379192723139,17590000.0,31580.0,19799.0,8285.0,3605610,62301040000.0,0.88,0.34
2021-22,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,Bronx County,City,8th Grade,583.9993088254353,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13519000.0,23149.0,11065.0,11080.0,3600956,320900860913.0,,
2021-22,BRONX ARTS AND SCIENCE CHARTER SCHOOL,Bronx County,City,4th Grade,276.00074822297046,10.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5902000.0,21384.0,7931.0,13210.0,3601199,320800861155.0,,
2021-22,BRONX CHARTER SCHOOL FOR BETTER LEARNING,Bronx County,City,5th Grade,548.9981478363361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13042000.0,23756.0,13035.0,10226.0,3600089,321100860855.0,,
2021-22,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,Bronx County,City,5th Grade,465.9940209267564,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9976000.0,21408.0,11567.0,9504.0,3601127,321100861076.0,,
2021-22,BRONX CHARTER SCHOOL FOR CHILDREN,Bronx County,City,7th Grade,501.00729730939696,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11191000.0,22337.0,9649.0,11992.0,3600110,320700860852.0,,
2021-22,BRONX CHARTER SCHOOL FOR EXCELLENCE,Bronx County,City,8th Grade,808.0084193645384,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16123000.0,19954.0,8573.0,8052.0,3600113,321100860859.0,,
2021-22,BRONX CHARTER SCHOOL FOR EXCELLENCE 2,Bronx County,City,6th Grade,415.9897665494084,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6504000.0,15635.0,5688.0,9548.0,3601142,321100861103.0,,
2021-22,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,Bronx County,City,5th Grade,442.0031670625495,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6699000.0,15156.0,4534.0,10290.0,3601157,321100861115.0,,
2021-22,BRONX CHARTER SCHOOL FOR EXCELLENCE 4,Bronx County,City,4th Grade,285.9995903318312,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585000.0,19528.0,6010.0,13066.0,3601180,321100861120.0,,
2021-22,BRONX CHARTER SCHOOL FOR EXCELLENCE 5,Bronx County,City,3rd Grade,241.00423330197555,26.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4099000.0,17008.0,4876.0,11726.0,3601200,321000861121.0,,
2021-22,BRONX CHARTER SCHOOL FOR THE ARTS,Bronx County,City,8th Grade,610.9929733727811,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13217000.0,21632.0,10350.0,10354.0,3600063,320800860846.0,,
2021-22,BRONX COMMUNITY CHARTER SCHOOL,Bronx County,City,8th Grade,475.99970046428035,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12713000.0,26708.0,14378.0,11817.0,3600968,321000860914.0,,
2021-22,BRONX PREPARATORY CHARTER SCHOOL,Bronx County,City,12th Grade,803.0119671910717,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17916000.0,22311.0,9996.0,10836.0,3600042,320900860807.0,,
2021-22,BRONXVILLE UNION FREE SCHOOL DISTRICT,Westchester County,Suburb,12th Grade,1555.0008967537515,13.75,52389000.0,47916000.0,3551000.0,922000.0,33690.65581207589,30814.130139751254,2283.59996924319,592.9257030814479,52021000.0,33454.0,18968.0,11466.0,3605640,660303030000.0,1.0,0.0
2021-22,BROOKFIELD CENTRAL SCHOOL DISTRICT,Madison County,Rural,12th Grade,228.99837159551709,8.81,7600000.0,1662000.0,4853000.0,1085000.0,33188.00892359175,7257.693530395984,21192.290435025097,4738.024958170664,7172000.0,31319.0,19424.0,9441.0,3605670,250109040000.0,0.86,0.24
2021-22,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,Suffolk County,Suburb,12th Grade,3529.0096912906747,13.13,108295000.0,56195000.0,40316000.0,11784000.0,30687.07922997881,15923.730710823762,11424.16811704904,3339.1804021060098,109971000.0,31162.0,18967.0,7664.0,3615780,580203020000.0,0.93,0.53
2021-22,BROOKLYN ASCEND CHARTER SCHOOL,Kings County,City,12th Grade,1509.0021497671087,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33693000.0,22328.0,9148.0,12272.0,3600966,331800860916.0,,
2021-22,BROOKLYN CHARTER SCHOOL (THE),Kings County,City,5th Grade,171.00031465430934,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978000.0,34959.0,12813.0,21784.0,3600045,331400860809.0,,
2021-22,BROOKLYN DREAMS CHARTER SCHOOL,Kings County,City,8th Grade,673.0006694474483,21.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13069000.0,19419.0,8036.0,10911.0,3601015,332200860978.0,,
2021-22,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,Kings County,City,8th Grade,83.00083998320034,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3162000.0,38096.0,13434.0,22253.0,3601033,,,
2021-22,BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,Kings County,City,12th Grade,255.0032844317933,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5823000.0,22835.0,11863.0,9698.0,3601160,331600861112.0,,
2021-22,BROOKLYN EXCELSIOR CHARTER SCHOOL,Kings County,City,8th Grade,667.0095140138853,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12970000.0,19445.0,6424.0,12502.0,3600116,331600860847.0,,
2021-22,BROOKLYN LABORATORY CHARTER SCHOOL,Kings County,City,12th Grade,513.9922736266842,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16365000.0,31839.0,9126.0,21058.0,3601111,331300861063.0,,
2021-22,BROOKLYN PROSPECT CHARTER SCHOOL - CSD 13.2,Kings County,City,5th Grade,423.99935507275586,24.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10519000.0,24809.0,9068.0,14998.0,3601134,331300861079.0,,
2021-22,BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,Kings County,City,12th Grade,1009.0018533227429,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26677000.0,26439.0,12746.0,13170.0,3601206,331500861162.0,,
2021-22,BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,Kings County,City,8th Grade,634.9996419107641,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17733000.0,27926.0,11561.0,15813.0,3601150,331300861077.0,,
2021-22,BROOKLYN PROSPECT CHARTER SCHOOL-CSD 15,Kings County,,,,,,,,,,,,,,,,,3600991,331800860935.0,,
2021-22,BROOKLYN RISE CHARTER SCHOOL,Kings County,City,3rd Grade,173.00217661691542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451000.0,25728.0,10936.0,13954.0,3601204,331500861156.0,,
2021-22,BROOKLYN SCHOLARS CHARTER SCHOOL,Kings County,City,8th Grade,688.0106967761105,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13893000.0,20193.0,7337.0,12371.0,3600989,331900860958.0,,
2021-22,BROOKLYN URBAN GARDEN CHARTER SCHOOL,Kings County,City,8th Grade,310.0038858425802,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180000.0,23161.0,10429.0,12513.0,3601100,331500861011.0,,
2021-22,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,New York County,City,12th Grade,332.9967069154775,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7584000.0,22775.0,7808.0,14508.0,3601043,310200860992.0,,
2021-22,BROOME-DELAWARE-TIOGA BOCES,Broome County,Suburb,12th Grade,,0.0,,,,,,,,,,,,,3680140,39000000000.0,,
2021-22,BROWNSVILLE ASCEND CHARTER SCHOOL,Kings County,City,8th Grade,929.0187891440501,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20470000.0,22034.0,10097.0,10632.0,3601002,332300860954.0,,
2021-22,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,Kings County,City,8th Grade,181.00285364859357,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4884000.0,26983.0,9193.0,17116.0,3600984,332300860939.0,,
2021-22,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),Rensselaer County,Rural,12th Grade,1145.0105892612432,12.27,29135000.0,13565000.0,13599000.0,1971000.0,25445.17952344685,11847.052007398543,11876.746055924274,1721.3814601240344,27573000.0,24081.0,12863.0,7412.0,3605520,490202040000.0,0.93,0.42
2021-22,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,Franklin County,Rural,12th Grade,772.0135303542817,9.63,24919000.0,3229000.0,16623000.0,5067000.0,32277.931694493127,4182.569181809796,21532.006041878056,6563.356470805276,21682000.0,28085.0,15874.0,8113.0,3605820,161601040000.0,0.85,0.27
2021-22,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,Erie County,City,12th Grade,935.9787674779907,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14459000.0,15448.0,7797.0,6775.0,3600105,140600860861.0,,
2021-22,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL II,Erie County,City,10th Grade,231.99817414127583,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4066000.0,17526.0,8853.0,8388.0,3601216,140600861185.0,,
2021-22,BUFFALO CITY SCHOOL DISTRICT,Erie County,City,12th Grade,30823.041198501873,9.92,1361374000.0,146727000.0,853647000.0,361000000.0,44167.41330722967,4760.302497572224,27695.093242177893,11712.017567479556,1028719000.0,33375.0,14258.0,9198.0,3605850,140600010000.0,0.79,0.22
2021-22,BUFFALO COLLEGIATE CHARTER SCHOOL,Erie County,City,8th Grade,295.9919602742965,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5007000.0,16916.0,6889.0,9503.0,3601170,,,
2021-22,BUFFALO CREEK ACADEMY CHARTER SCHOOL,Erie County,City,7th Grade,130.00084940117216,19.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3061000.0,23546.0,6015.0,16515.0,3601215,140600861183.0,,
2021-22,BUFFALO UNITED CHARTER SCHOOL,Erie County,City,8th Grade,663.9914392723382,20.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9928000.0,14952.0,6050.0,8102.0,3600071,140600860851.0,,
2021-22,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,Saratoga County,Suburb,12th Grade,3071.951777811689,11.1,78376000.0,41257000.0,30013000.0,7106000.0,25513.421325848838,13430.223839447604,9770.010133876456,2313.187352524776,80522000.0,26212.0,13576.0,7184.0,3605940,520101060000.0,0.96,0.56
2021-22,BUSHWICK ASCEND CHARTER SCHOOL,Kings County,City,8th Grade,829.9972327276082,16.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17996000.0,21682.0,9954.0,10860.0,3601017,333200860987.0,,
2021-22,BYRAM HILLS CENTRAL SCHOOL DISTRICT,Westchester County,Rural,12th Grade,2331.0019877788413,10.38,97015000.0,88187000.0,7224000.0,1604000.0,41619.441128166254,37832.22857052618,3099.0964563198786,688.1161013201945,94986000.0,40749.0,23030.0,15263.0,3606060,661201060000.0,1.0,0.0
2021-22,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,Genesee County,Rural,12th Grade,863.0126601470699,9.79,28897000.0,8550000.0,16345000.0,4002000.0,33483.86568868587,9907.154778636683,18939.46723471539,4637.2436753338025,22768000.0,26382.0,15512.0,7486.0,3606090,180701040000.0,0.96,0.4
2021-22,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,Greene County,Rural,12th Grade,1077.9950869236584,8.56,38730000.0,16173000.0,17077000.0,5480000.0,35927.807528813704,15002.851308120426,15841.445111529865,5083.511109163416,45638000.0,42336.0,18033.0,9666.0,3606160,190301040000.0,0.92,0.38
2021-22,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,Livingston County,Rural,12th Grade,801.9904355693421,10.28,21608000.0,7186000.0,11940000.0,2482000.0,26942.964705882354,8960.206607574537,14887.958098307816,3094.7999999999997,18615000.0,23211.0,12761.0,8100.0,3606180,240201040000.0,0.97,0.55
2021-22,CAMBRIDGE CENTRAL SCHOOL DISTRICT,Washington County,Rural,12th Grade,826.0101567674983,10.73,25243000.0,8991000.0,14965000.0,1287000.0,30560.156909917136,10884.854049719326,18117.210638866614,1558.0922213311949,22446000.0,27174.0,14884.0,9097.0,3606210,641610040000.0,0.94,0.58
2021-22,CAMDEN CENTRAL SCHOOL DISTRICT,Oneida County,Rural,12th Grade,2055.0189110500396,12.79,60372000.0,12098000.0,39939000.0,8335000.0,29377.831841533814,5887.050447539855,19434.857647900004,4055.9237460939567,75524000.0,36751.0,14909.0,8073.0,3606240,410601040000.0,0.88,0.39
2021-22,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,Steuben County,Rural,12th Grade,804.0060484288584,9.81,26882000.0,5148000.0,17974000.0,3760000.0,33435.07185366482,6402.936905835373,22355.553213963674,4676.5817338657735,38815000.0,48277.0,15173.0,9022.0,3600020,570603040000.0,0.95,0.34
2021-22,CANAJOHARIE CENTRAL SCHOOL DISTRICT,Montgomery County,Town,12th Grade,904.9996302048665,10.92,29653000.0,7362000.0,17101000.0,5190000.0,32765.759244882112,8134.809953826666,18896.14031790136,5734.808973154088,24473000.0,27042.0,16403.0,6803.0,3606300,270301040000.0,0.93,0.44
2021-22,CANANDAIGUA CITY SCHOOL DISTRICT,Ontario County,Suburb,12th Grade,3352.0281817864743,10.47,86936000.0,47628000.0,32710000.0,6598000.0,25935.342808981746,14208.711089838303,9758.271179739038,1968.3605394044075,96106000.0,28671.0,14271.0,6816.0,3606330,430300050000.0,0.94,0.5
2021-22,CANARSIE ASCEND CHARTER SCHOOL,Kings County,City,8th Grade,1046.9883797635357,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20633000.0,19707.0,7906.0,10873.0,3601102,331800861033.0,,
2021-22,CANASERAGA CENTRAL SCHOOL DISTRICT,Allegany County,Rural,12th Grade,221.99846776841414,8.54,8362000.0,2174000.0,4912000.0,1276000.0,37666.92664168803,9792.86038256754,22126.27884046539,5747.787418655097,10142000.0,45685.0,18752.0,10739.0,3606360,21102040000.0,0.76,0.24
2021-22,CANASTOTA CENTRAL SCHOOL DISTRICT,Madison County,Rural,12th Grade,1287.9876229417616,11.71,37374000.0,12937000.0,18503000.0,5934000.0,29017.359588159587,10044.351179751178,14365.821278421277,4607.18712998713,46620000.0,36196.0,16092.0,7763.0,3606390,250901060000.0,0.85,0.39
2021-22,CANDOR CENTRAL SCHOOL DISTRICT,Tioga County,Rural,12th Grade,734.9878451434998,9.25,22554000.0,5858000.0,13451000.0,3245000.0,30686.221750506,7970.199832156785,18300.982919484624,4415.03899886459,20257000.0,27561.0,17347.0,7090.0,3606420,600301040000.0,0.93,0.37
2021-22,CANISTEO-GREENWOOD CSD,Steuben County,Rural,12th Grade,988.9920880632955,11.03,28273000.0,5501000.0,19422000.0,3350000.0,28587.690782608697,5562.228521739131,19638.175304347827,3387.2869565217393,31625000.0,31977.0,15692.0,7597.0,3600124,571502060000.0,0.94,0.41
2021-22,CANTON CENTRAL SCHOOL DISTRICT,St. Lawrence County,Rural,12th Grade,1151.0160805796077,12.25,35655000.0,10537000.0,20674000.0,4444000.0,30976.978168754606,9154.520234586098,17961.52143208057,3860.936502087939,32568000.0,28295.0,16665.0,8237.0,3606470,510201060000.0,0.85,0.51
2021-22,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,New York County,City,12th Grade,477.99299883313887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10241000.0,21425.0,7661.0,12814.0,3601144,310500861081.0,,
2021-22,CAPITAL PREPARATORY BRONX CHARTER SCHOOL,Bronx County,City,8th Grade,243.9977175964535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5559000.0,22783.0,6402.0,15209.0,3601223,321100861163.0,,
2021-22,CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,Bronx County,City,3rd Grade,280.00349512866444,15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6409000.0,22889.0,8054.0,14350.0,3601201,321000861130.0,,
2021-22,CARLE PLACE UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,1264.994254138243,8.55,55309000.0,46506000.0,7437000.0,1366000.0,43722.728240910765,36763.80335156658,5879.078087248971,1079.8468020952123,51737000.0,40899.0,25071.0,13402.0,3606540,280411030000.0,1.0,0.67
2021-22,CARMEL CENTRAL SCHOOL DISTRICT,Putnam County,Suburb,12th Grade,3828.990136740641,12.19,143908000.0,94094000.0,38204000.0,11610000.0,37583.800130260744,24574.103520699016,9977.565529202555,3032.1310803591687,136649000.0,35688.0,21360.0,10107.0,3606570,480102060000.0,0.94,0.23
2021-22,CARTHAGE CENTRAL SCHOOL DISTRICT,Jefferson County,Rural,12th Grade,2934.051488040898,10.76,71690000.0,7587000.0,47642000.0,16461000.0,24433.790713014474,2585.8441922114775,16237.615527262318,5610.330993540679,80349000.0,27385.0,13192.0,7287.0,3606630,222201060000.0,0.91,0.39
